CARNET,NOMBRES,CODPROF,CODEPTO,GENERO,FECHA_INGRESO,TIPO_SOCIO,NRO_SOCIO,ESTADO_CIVIL,TELEFONO,EMAIL,ZONA_RESIDENCIA
5248875,Manu Jaén,9,5,M,2014-04-04,PASIVO,SOC03931,VIUDO,+34 947831526,leonciomoya@example.net,CENTRO
2996453,Carolina Delgado Feliu,7,4,M,2000-04-03,ACTIVO,SOC03932,CASADO,+34 875491489,javiera13@example.net,RURAL
2716737,Susana de Salvà,3,4,F,2015-05-05,ACTIVO,SOC03933,VIUDO,+34925 919 545,anacleto72@example.org,SUR
2615665,Sebastian Valls Espada,4,7,F,2004-06-18,ACTIVO,SOC03934,SOLTERO,+34972 12 83 62,oespanol@example.com,SUR
4233275,Belen Carina Neira Porta,3,7,M,2018-09-16,ACTIVO,SOC03935,SOLTERO,+34 930 15 71 30,echeverrialourdes@example.net,SUR
3254912,África del Vega,6,1,M,2015-11-29,PASIVO,SOC03936,VIUDO,+34885 59 20 20,vamoros@example.org,NORTE
4490807,Albano Bou-Carrera,5,2,F,2020-08-18,JUBILADO,SOC03937,SOLTERO,+34 926490473,ksebastian@example.org,RURAL
4695439,Carlota Doménech Rodriguez,9,9,F,2020-02-23,ACTIVO,SOC03938,CASADO,+34 948 841 244,bacevedo@example.org,RURAL
4222370,Socorro Méndez Duarte,5,4,M,2022-05-10,PASIVO,SOC03939,CASADO,+34944 38 67 80,clarisaaragones@example.org,NORTE
4021462,Lázaro Ribes Mendizábal,8,4,F,2012-10-08,PASIVO,SOC03940,DIVORCIADO,+34 812 688 947,vrio@example.org,CENTRO
5781315,Toño del Tudela,8,7,F,2006-10-02,PASIVO,SOC03941,VIUDO,+34986 59 91 80,marcianofuster@example.net,NORTE
3021447,Raúl Bermejo Narváez,1,2,F,2019-11-05,PASIVO,SOC03942,CASADO,+34 941 35 88 03,gisela45@example.net,RURAL
5844021,Nadia Cisneros Avilés,1,1,M,2005-04-12,ACTIVO,SOC03943,SOLTERO,+34 945 434 676,juan-pablo07@example.com,SUR
4019411,Porfirio Verdú,9,4,M,2000-06-21,PASIVO,SOC03944,SOLTERO,+34 725062709,lsierra@example.net,VILLA
4172496,Custodio del Mercader,6,7,M,2019-07-16,PASIVO,SOC03945,VIUDO,+34 841 50 27 83,javiera11@example.net,NORTE
4213771,Onofre Barriga Acuña,2,4,F,2000-11-12,PASIVO,SOC03946,DIVORCIADO,+34876828890,gbarrios@example.org,CENTRO
2539098,Teo Juan Luis Salom Torrijos,4,2,F,2005-09-01,PASIVO,SOC03947,DIVORCIADO,+34 800620624,soriamartin@example.org,NORTE
5482004,Adalberto Martín,4,3,F,2020-09-08,PASIVO,SOC03948,SOLTERO,+34 734111700,vivessalome@example.net,SUR
4618004,Salomón Gutiérrez Benítez,6,3,M,2006-01-08,PASIVO,SOC03949,SOLTERO,+34821716383,wantunez@example.com,CENTRO
2210415,Alexandra Puga-Torre,8,2,F,2003-04-19,ACTIVO,SOC03950,SOLTERO,+34944 68 61 56,casaresjosefina@example.net,CENTRO
4231887,Silvestre Borrás Murcia,4,2,M,2003-07-20,ACTIVO,SOC03951,CASADO,+34 985 824 044,anselma68@example.net,SUR
2258473,Macarena Hierro,7,5,F,2007-11-20,PASIVO,SOC03952,CASADO,+34 977 02 16 33,hilario49@example.net,CENTRO
4780869,Petrona Ayllón-Villalonga,3,5,M,2000-05-30,ACTIVO,SOC03953,CASADO,+34 975 026 153,wibarra@example.net,RURAL
2630658,Anunciación Higueras Boix,9,7,M,2017-05-02,PASIVO,SOC03954,DIVORCIADO,+34 886 92 17 08,aaronrivero@example.net,RURAL
2240695,Eligia Prada Alcaraz,8,8,F,2002-05-03,JUBILADO,SOC03955,SOLTERO,+34822743652,albano98@example.org,RURAL
2598922,Martirio del Estévez,3,5,M,2018-05-20,PASIVO,SOC03956,CASADO,+34 828769978,marcio15@example.net,NORTE
2918814,Calixto de Morante,4,4,F,2004-01-28,JUBILADO,SOC03957,CASADO,+34 972 75 08 78,qaguilera@example.net,NORTE
3158279,Pili Barragán Feijoo,2,2,F,2019-02-02,JUBILADO,SOC03958,VIUDO,+34820951468,ygimenez@example.org,NORTE
3672066,Jimena Guerra,4,1,F,2011-12-24,ACTIVO,SOC03959,VIUDO,+34876549950,perezemperatriz@example.com,VILLA
2443770,Julián Palacio Guardia,6,1,M,2018-03-15,JUBILADO,SOC03960,VIUDO,+34 946849114,iniguezencarnita@example.com,VILLA
2464767,Wilfredo Miralles Romeu,1,7,M,2004-01-21,ACTIVO,SOC03961,DIVORCIADO,+34986587866,rubengutierrez@example.org,NORTE
5700971,Marcelino Buenaventura Valcárcel Estrada,2,7,F,2022-12-14,JUBILADO,SOC03962,VIUDO,+34875025957,primitivo79@example.com,RURAL
5658722,Chema Lope Vaquero Barreda,8,5,F,2011-12-14,ACTIVO,SOC03963,VIUDO,+34806657309,xavieralegre@example.org,RURAL
5905806,Cristian Mayol Amo,2,7,M,2009-08-20,PASIVO,SOC03964,DIVORCIADO,+34888273785,marquessol@example.com,RURAL
4578686,Lidia Perales-Sobrino,2,5,F,2019-11-09,PASIVO,SOC03965,CASADO,+34 885 56 81 15,marisa80@example.org,CENTRO
4802146,Silvestre Moya Ibarra,4,1,M,2006-09-01,ACTIVO,SOC03966,SOLTERO,+34 949 225 240,palmiracamacho@example.net,VILLA
5344250,Joaquín Borrás-Barragán,1,1,M,2002-04-20,PASIVO,SOC03967,VIUDO,+34 984326394,nangulo@example.org,CENTRO
2318181,Olegario Anaya Pardo,5,7,F,2016-10-05,PASIVO,SOC03968,VIUDO,+34923 91 51 90,nelida72@example.org,NORTE
4423075,Nilda Salinas Real,1,4,F,2004-09-03,JUBILADO,SOC03969,CASADO,+34 980970288,arseniocerezo@example.net,NORTE
3992359,Claudio Pedraza Quero,3,7,F,2021-04-22,JUBILADO,SOC03970,SOLTERO,+34 886 65 41 23,chucho51@example.com,NORTE
2543761,Lupe Menendez Pujol,5,2,M,2014-10-31,PASIVO,SOC03971,VIUDO,+34984 56 29 29,julio11@example.net,NORTE
5260878,Borja del González,2,4,F,2022-11-08,JUBILADO,SOC03972,VIUDO,+34987981581,abraham49@example.org,SUR
3219883,Elodia Santiago-Morillo,1,1,F,2022-06-06,ACTIVO,SOC03973,DIVORCIADO,+34 888055023,wdominguez@example.org,SUR
4537163,Miguel Ángel Roda-Uría,3,2,F,2002-10-20,ACTIVO,SOC03974,DIVORCIADO,+34 983 709 419,aranzazubarcelo@example.org,RURAL
2037652,Francisco Javier Soto Barros,5,3,F,2006-02-08,JUBILADO,SOC03975,DIVORCIADO,+34 873 95 81 59,marinoseve@example.net,CENTRO
5962457,Tadeo Valero Arjona,2,3,F,2014-06-18,PASIVO,SOC03976,VIUDO,+34 900 103 574,vanesamercader@example.com,SUR
4594259,Jorge Toribio Capdevila Coello,6,7,F,2000-12-02,ACTIVO,SOC03977,DIVORCIADO,+34 973 747 791,rupertabustamante@example.com,RURAL
5266470,Cipriano de Vilar,5,1,M,2015-07-23,JUBILADO,SOC03978,CASADO,+34 947 61 93 32,carrilloamelia@example.org,CENTRO
5991561,Eligia Olmedo Tejero,7,5,F,2015-08-15,PASIVO,SOC03979,CASADO,+34983 82 93 28,gervasio60@example.com,SUR
5333422,René Garriga,8,2,M,2018-03-25,PASIVO,SOC03980,CASADO,+34923 198 008,laura08@example.com,CENTRO
5977457,Loreto Ortega Gaya,8,2,F,2015-02-10,PASIVO,SOC03981,DIVORCIADO,+34925681098,maria-del-carmen80@example.com,NORTE
2918118,Eutropio Mateo Crespi,2,3,F,2000-11-13,JUBILADO,SOC03982,VIUDO,+34925535694,mendizabalmaria-dolores@example.net,SUR
5508000,Rafael Soria Ibañez,7,2,F,2016-04-14,ACTIVO,SOC03983,CASADO,+34 928 192 969,lisandrocoronado@example.org,CENTRO
3717364,Hipólito Almazán Catalá,7,5,M,2007-03-14,JUBILADO,SOC03984,SOLTERO,+34 976 356 585,berta26@example.org,VILLA
3722030,Trinidad Agullo-Conesa,5,5,M,2016-06-19,PASIVO,SOC03985,DIVORCIADO,+34827 815 831,vicentecaridad@example.org,VILLA
4630064,Sofía Castellanos Alberola,6,7,F,2010-11-11,ACTIVO,SOC03986,SOLTERO,+34980 248 802,alondrablanch@example.net,CENTRO
4049230,María Jesús Ayuso Múñiz,1,3,F,2003-03-08,ACTIVO,SOC03987,VIUDO,+34 881837687,expositofilomena@example.net,SUR
4105709,Ciriaco Estevez Losa,8,7,F,2002-11-22,PASIVO,SOC03988,SOLTERO,+34842 099 840,alfonsoherrero@example.org,NORTE
5385264,Aitor Villaverde-Villar,3,4,M,2012-10-19,JUBILADO,SOC03989,SOLTERO,+34888 74 98 19,uechevarria@example.org,CENTRO
5228396,Teresita Ferrándiz-Barral,9,2,F,2022-11-01,JUBILADO,SOC03990,VIUDO,+34 720 76 86 68,evelia58@example.com,CENTRO
2419410,Ileana Hoz Torrecilla,8,2,M,2020-01-10,ACTIVO,SOC03991,CASADO,+34 872 29 34 21,dafnebarros@example.org,CENTRO
4798216,Omar Tapia Rosado,3,7,M,2021-02-23,ACTIVO,SOC03992,SOLTERO,+34945 119 005,trinidad17@example.com,NORTE
2288725,Lupe Cañellas Garrido,3,7,M,2018-07-17,PASIVO,SOC03993,VIUDO,+34 878370405,vallesgilberto@example.com,VILLA
2421741,Fidela Moles Calvo,2,9,M,2001-03-03,PASIVO,SOC03994,CASADO,+34 749 979 104,zoraida21@example.org,NORTE
5410434,Eric Palma Osuna,3,4,M,2014-05-02,PASIVO,SOC03995,VIUDO,+34875 463 481,ujauregui@example.com,VILLA
4723663,Anita Valderrama Cepeda,3,1,F,2014-07-13,JUBILADO,SOC03996,DIVORCIADO,+34988849722,ferrandoaranzazu@example.net,CENTRO
4515782,Úrsula Roma Suárez,8,2,F,2012-11-08,JUBILADO,SOC03997,VIUDO,+34 883 133 889,nalsina@example.com,RURAL
4507199,Pascuala Villanueva Fuster,3,5,F,2007-10-09,JUBILADO,SOC03998,CASADO,+34 874 133 857,candidaalbero@example.org,NORTE
5492204,Mirta Arranz Quero,3,5,F,2022-05-13,ACTIVO,SOC03999,DIVORCIADO,+34864379653,guiomar24@example.com,SUR
5103758,Maite Bayo Simó,8,2,F,2021-01-07,JUBILADO,SOC04000,DIVORCIADO,+34 979 067 077,hsoto@example.org,RURAL
2384210,Flora Florinda Pellicer Estevez,9,7,M,2000-03-20,JUBILADO,SOC04001,VIUDO,+34873 035 326,marco90@example.org,VILLA
3008089,Joaquín Madrigal Adadia,1,8,M,2017-05-26,PASIVO,SOC04002,CASADO,+34871 039 399,acevedoalbino@example.com,SUR
4490209,Jordi Manuel,9,5,M,2017-10-25,PASIVO,SOC04003,VIUDO,+34 813618030,dsolsona@example.net,CENTRO
4589146,Joan del Cal,9,4,F,2008-10-06,ACTIVO,SOC04004,CASADO,+34918 60 03 66,mpinto@example.org,VILLA
4402112,Manolo Márquez-Lladó,5,4,M,2000-02-27,PASIVO,SOC04005,CASADO,+34821 40 38 69,hbaquero@example.org,CENTRO
5322431,Danilo Segovia Pulido,1,5,M,2010-06-20,ACTIVO,SOC04006,DIVORCIADO,+34972 300 137,fluis@example.net,CENTRO
3001586,Leocadio Gervasio Larrea Antúnez,9,5,F,2017-04-22,ACTIVO,SOC04007,DIVORCIADO,+34 877 69 64 67,linaminguez@example.com,SUR
2394617,Pepito Viana Alemany,6,8,M,2006-11-17,JUBILADO,SOC04008,SOLTERO,+34 848 25 88 39,adalbertoarias@example.net,VILLA
3381253,Adolfo Buendía Roig,6,3,M,2020-05-12,JUBILADO,SOC04009,VIUDO,+34 923978893,anitanebot@example.net,SUR
5157039,Bonifacio del Aguado,5,8,M,2017-12-30,PASIVO,SOC04010,VIUDO,+34 980 96 49 47,yponce@example.org,CENTRO
5492096,Tania Casal Cabezas,6,5,F,2014-09-09,PASIVO,SOC04011,VIUDO,+34979 02 97 36,klumbreras@example.org,VILLA
4395620,Marisa Campo,8,1,M,2007-05-30,ACTIVO,SOC04012,VIUDO,+34882215650,nogueiracrescencia@example.net,RURAL
2057089,Petrona Medina Ramírez,4,4,M,2009-11-28,JUBILADO,SOC04013,DIVORCIADO,+34 901 187 814,macaria47@example.org,SUR
3150634,Zoraida Sala-Coello,7,9,F,2010-08-28,PASIVO,SOC04014,DIVORCIADO,+34987419487,companylalo@example.net,VILLA
5299121,Haydée Villalonga-Rivera,2,4,F,2013-07-28,JUBILADO,SOC04015,VIUDO,+34 821 37 54 13,arcojose-angel@example.com,CENTRO
3032734,Azucena Jove Maza,5,2,M,2008-04-28,PASIVO,SOC04016,CASADO,+34 885378325,claverobenita@example.com,SUR
2529235,Felipe Villalonga Mendizábal,7,9,F,2020-04-11,JUBILADO,SOC04017,VIUDO,+34 827 89 29 03,auraanaya@example.com,VILLA
5671877,María Fernanda Arranz Bellido,6,4,M,2022-09-12,PASIVO,SOC04018,CASADO,+34975 020 769,ambar57@example.net,VILLA
2052582,Gastón Cueto Hurtado,9,4,M,2020-07-28,PASIVO,SOC04019,DIVORCIADO,+34 843140088,paranda@example.org,CENTRO
5808520,Alex Ponce Manjón,8,4,M,2002-09-02,ACTIVO,SOC04020,SOLTERO,+34714 03 11 46,carmelo71@example.net,CENTRO
2668780,Evangelina Barriga-Marín,9,4,M,2022-01-28,PASIVO,SOC04021,DIVORCIADO,+34 853 872 775,llamasalejandra@example.net,SUR
4264541,Lisandro Pazos,6,5,F,2001-02-16,ACTIVO,SOC04022,SOLTERO,+34 981 656 312,zsegui@example.net,CENTRO
2553105,Visitación Torrens-Sánchez,3,2,M,2009-10-19,PASIVO,SOC04023,SOLTERO,+34 981 717 048,lilianapriego@example.org,NORTE
2720846,Loreto Chus Gallego Cuenca,8,2,M,2019-03-26,ACTIVO,SOC04024,CASADO,+34 972 83 68 74,quiroscandida@example.org,VILLA
5664637,Lino León Caparrós,4,2,F,2002-06-20,PASIVO,SOC04025,SOLTERO,+34981 776 562,pcabrero@example.com,VILLA
2562829,Blanca Gilabert Quintana,8,4,M,2017-04-26,ACTIVO,SOC04026,DIVORCIADO,+34827 980 005,celestina75@example.com,CENTRO
3218793,Crescencia Fabra Torrents,1,7,F,2015-09-14,JUBILADO,SOC04027,VIUDO,+34844744478,fontnico@example.com,NORTE
4218332,Ariel Riera Asensio,7,7,F,2002-01-25,JUBILADO,SOC04028,SOLTERO,+34 874 29 28 43,lucia56@example.com,RURAL
3903459,Marcela Prudencia Hervia Carvajal,6,6,F,2012-08-02,ACTIVO,SOC04029,SOLTERO,+34 984 921 607,santiagoivan@example.net,CENTRO
5404110,Saturnina del Pina,8,6,F,2017-07-02,ACTIVO,SOC04030,CASADO,+34823114022,africa52@example.org,SUR
3270655,Gabriel Gabaldón Suárez,8,8,F,2016-06-30,ACTIVO,SOC04031,DIVORCIADO,+34877 457 719,apolinar42@example.org,RURAL
5409744,Nilo de Verdú,3,8,F,2000-10-29,ACTIVO,SOC04032,DIVORCIADO,+34900031774,hernantolosa@example.net,NORTE
5214879,Encarnación Palma Nebot,7,7,M,2021-03-24,ACTIVO,SOC04033,VIUDO,+34984 529 676,ainaralaguna@example.com,RURAL
5232880,Javiera Luna Bertrán,8,2,F,2016-12-30,JUBILADO,SOC04034,CASADO,+34874262380,tsegui@example.com,SUR
4327535,Maricela Varela Arce,8,5,F,2005-06-09,ACTIVO,SOC04035,VIUDO,+34 946 647 194,eli28@example.com,RURAL
5916522,Nieves Santos-Doménech,5,4,F,2012-10-26,PASIVO,SOC04036,DIVORCIADO,+34954 489 525,rayamiriam@example.net,NORTE
4056972,Brígida del Fiol,2,5,M,2000-08-24,ACTIVO,SOC04037,SOLTERO,+34879266502,gil22@example.com,VILLA
2796101,Yolanda Sainz Cerro,7,5,F,2003-01-09,PASIVO,SOC04038,DIVORCIADO,+34975007477,yluna@example.net,RURAL
2790406,Diego Guardia Villar,1,5,M,2010-03-27,ACTIVO,SOC04039,SOLTERO,+34848115199,roldanraimundo@example.net,RURAL
4140023,Victor Manuel Cerezo Narváez,7,2,M,2009-04-24,JUBILADO,SOC04040,VIUDO,+34975 092 438,fperal@example.net,VILLA
3651664,Pepe Abella Ayala,8,4,M,2022-11-28,JUBILADO,SOC04041,SOLTERO,+34 821756042,nicolaujuana@example.com,RURAL
5944307,Anna Coloma Murillo,9,6,M,2015-02-10,JUBILADO,SOC04042,VIUDO,+34987 321 342,asuncion91@example.net,CENTRO
2612423,Yolanda del Mayo,8,8,M,2012-08-06,ACTIVO,SOC04043,VIUDO,+34844 49 97 29,bvalbuena@example.org,SUR
3978439,Cruz Gabaldón-Teruel,8,5,F,2020-04-08,ACTIVO,SOC04044,VIUDO,+34806 06 88 16,marcioamores@example.org,RURAL
2478617,Domitila de Lara,4,3,M,2004-11-04,PASIVO,SOC04045,SOLTERO,+34 952865738,grasfulgencio@example.org,RURAL
4575228,Raquel Pina,7,4,F,2021-02-17,JUBILADO,SOC04046,CASADO,+34 841 40 61 44,ambarmacias@example.com,NORTE
2997962,Pacífica Cifuentes Peiró,9,2,F,2021-04-15,JUBILADO,SOC04047,VIUDO,+34 928 639 506,qacevedo@example.com,RURAL
3346023,Rosenda Araceli Sala Barros,7,4,F,2003-06-29,ACTIVO,SOC04048,DIVORCIADO,+34 882 908 074,carroconcha@example.com,RURAL
5200187,Raúl Valenzuela Galiano,4,4,F,2008-04-22,JUBILADO,SOC04049,VIUDO,+34975 50 73 73,alcalamoises@example.net,SUR
4077966,Eusebia Moll Elías,6,5,M,2013-09-07,PASIVO,SOC04050,DIVORCIADO,+34828 13 95 84,dionisiamoliner@example.org,SUR
2311209,Griselda Saavedra Larrea,9,2,F,2015-11-14,ACTIVO,SOC04051,VIUDO,+34941441983,fgras@example.com,VILLA
2741046,Gastón Aragonés,5,4,M,2006-05-05,ACTIVO,SOC04052,SOLTERO,+34842 32 17 98,montesinosfatima@example.org,SUR
2033569,Curro Huerta Ribera,8,2,M,2009-04-18,PASIVO,SOC04053,CASADO,+34872 26 19 16,americoborrell@example.com,RURAL
2843186,Mirta Amaya Villaverde,5,7,F,2006-11-26,ACTIVO,SOC04054,CASADO,+34841853826,pmugica@example.org,VILLA
3986057,Hernán del Donaire,9,9,F,2004-10-16,ACTIVO,SOC04055,SOLTERO,+34882 60 88 85,cirorequena@example.net,SUR
3003867,Inés Bermejo Lluch,4,4,F,2009-09-19,JUBILADO,SOC04056,CASADO,+34 823 553 171,faragones@example.com,RURAL
3857992,Andrés Felipe Pomares Salgado,5,2,M,2016-01-01,ACTIVO,SOC04057,DIVORCIADO,+34871 94 38 48,cabreropablo@example.org,CENTRO
2496761,Ariadna Lucena,7,5,M,2005-08-31,PASIVO,SOC04058,SOLTERO,+34945502297,maria-doloressegarra@example.com,NORTE
3322705,Purificación Salcedo-Cortina,4,8,M,2004-01-19,PASIVO,SOC04059,DIVORCIADO,+34 828716465,aranajenny@example.net,NORTE
5672057,Aurelia Guerrero Álamo,1,7,F,2000-06-19,JUBILADO,SOC04060,VIUDO,+34 807 95 40 37,nazario69@example.com,NORTE
3958137,Pili Ruiz Jove,7,7,F,2022-02-26,ACTIVO,SOC04061,CASADO,+34 842 696 217,casasbegona@example.net,VILLA
2899248,Severino Gomez Sanmiguel,4,4,F,2001-03-04,JUBILADO,SOC04062,SOLTERO,+34871066823,jose-luislledo@example.net,CENTRO
5178774,Vasco Amat Bermejo,7,4,M,2002-02-27,ACTIVO,SOC04063,SOLTERO,+34 827 64 38 79,karrieta@example.net,VILLA
2068921,Emelina Vargas Giménez,4,3,F,2012-03-06,JUBILADO,SOC04064,VIUDO,+34 819708004,isaiasprats@example.net,VILLA
5595103,Amando Gaya Mínguez,6,6,M,2003-03-22,PASIVO,SOC04065,CASADO,+34873 21 89 58,ivillegas@example.org,VILLA
5444133,Gala Acero Chaves,4,9,F,2002-03-11,JUBILADO,SOC04066,CASADO,+34 973 266 308,chacondiana@example.com,RURAL
5781547,Gertrudis Alcalde,6,5,F,2004-08-14,ACTIVO,SOC04067,DIVORCIADO,+34 975 880 310,joverfermin@example.com,NORTE
2911601,Azucena Ledesma Toledo,7,4,M,2008-04-04,ACTIVO,SOC04068,VIUDO,+34901 431 969,bernabe69@example.org,VILLA
5239113,Renato Pedrero Pinedo,2,4,M,2020-08-19,PASIVO,SOC04069,CASADO,+34883196184,gasconclaudia@example.com,RURAL
2493986,Mario Lerma Guijarro,9,4,F,2015-07-10,ACTIVO,SOC04070,SOLTERO,+34 975 430 792,evangelina60@example.org,NORTE
4887105,Julia Juan,7,2,F,2022-07-26,ACTIVO,SOC04071,CASADO,+34 872 50 00 00,eantunez@example.net,VILLA
5167706,Pilar Salgado Doménech,3,7,M,2005-10-13,ACTIVO,SOC04072,VIUDO,+34 841 68 13 82,dcastrillo@example.org,CENTRO
5820657,Benigna Collado Gallardo,8,4,F,2009-12-22,ACTIVO,SOC04073,SOLTERO,+34979517075,fvilar@example.net,CENTRO
4731936,Plácido Palacio,5,9,F,2010-11-12,ACTIVO,SOC04074,DIVORCIADO,+34877 270 597,wbaron@example.org,VILLA
3571203,Rodrigo de Santos,5,4,F,2015-01-05,ACTIVO,SOC04075,SOLTERO,+34 882 843 979,ysanmiguel@example.org,RURAL
3972112,Ale Jaén,9,2,F,2022-04-04,PASIVO,SOC04076,CASADO,+34876539226,educoronado@example.com,RURAL
3242486,Alejo Pozuelo-Arnaiz,5,5,M,2010-08-29,JUBILADO,SOC04077,SOLTERO,+34 944 62 33 01,vidalprudencio@example.com,CENTRO
4721829,Ascensión Costa Calvo,8,5,F,2005-06-06,PASIVO,SOC04078,DIVORCIADO,+34876109702,xechevarria@example.com,RURAL
3752774,Baudelio Nebot,8,5,M,2013-11-29,ACTIVO,SOC04079,VIUDO,+34881 897 169,esteban23@example.net,CENTRO
3101843,Moisés Chucho Ricart Salom,5,3,M,2005-02-04,PASIVO,SOC04080,CASADO,+34 886 118 527,fperalta@example.com,NORTE
2535059,Leoncio Coll Anglada,6,4,M,2011-11-22,JUBILADO,SOC04081,DIVORCIADO,+34984 369 178,herasmaxi@example.org,NORTE
5461664,Alfonso del Amorós,8,5,F,2001-07-28,JUBILADO,SOC04082,DIVORCIADO,+34733 192 711,xcasado@example.net,CENTRO
4576950,Florencio Lopez,4,1,F,2013-08-10,ACTIVO,SOC04083,SOLTERO,+34 874 115 427,pascualcamilo@example.org,NORTE
2988690,José Ángel Gomila Gomis,3,2,M,2020-03-22,PASIVO,SOC04084,CASADO,+34 742 38 87 40,zrueda@example.com,VILLA
3353269,Anita Roxana Quiroga Gibert,8,4,M,2004-07-01,ACTIVO,SOC04085,CASADO,+34 985307225,xcarro@example.net,NORTE
4437409,Ariel Pereira Sierra,4,4,M,2018-07-20,JUBILADO,SOC04086,CASADO,+34944 43 44 76,ruthmontserrat@example.net,VILLA
4115868,Federico Cipriano Robledo Cervantes,4,2,M,2004-05-16,ACTIVO,SOC04087,DIVORCIADO,+34964 94 18 59,orozcomarino@example.com,RURAL
5185343,Maxi Manzanares Pablo,2,1,F,2009-12-31,PASIVO,SOC04088,SOLTERO,+34 880 56 67 44,aurelia58@example.com,NORTE
4742616,Eloy Gárate Perelló,1,5,F,2009-04-06,ACTIVO,SOC04089,CASADO,+34 877929416,cagullo@example.com,VILLA
2909688,Cleto Calvo,6,7,M,2018-10-14,PASIVO,SOC04090,SOLTERO,+34 845 67 11 58,torrentsprimitivo@example.org,RURAL
3514054,Felipe Vara Castell,9,5,F,2005-07-23,PASIVO,SOC04091,DIVORCIADO,+34 803 405 498,mginer@example.net,CENTRO
2176821,Lucas Cuervo Uría,9,2,M,2009-05-22,JUBILADO,SOC04092,SOLTERO,+34844 520 808,amayaverdu@example.org,CENTRO
4605995,Eladio Amigó Alonso,7,7,M,2021-02-14,PASIVO,SOC04093,SOLTERO,+34 949 550 736,ptalavera@example.com,RURAL
5056254,Demetrio Roselló,9,3,M,2008-02-02,JUBILADO,SOC04094,VIUDO,+34 974857415,manolosalazar@example.org,NORTE
4639576,Anunciación Ester Armengol Bas,9,3,F,2000-10-07,PASIVO,SOC04095,SOLTERO,+34922 37 84 13,rosendo57@example.org,CENTRO
5084725,Marcelo Bastida Frutos,8,8,F,2004-08-01,JUBILADO,SOC04096,CASADO,+34 800358240,zpinilla@example.com,SUR
3711603,María Belén Gilabert Guardia,5,2,M,2010-03-26,JUBILADO,SOC04097,DIVORCIADO,+34 847 307 675,marco@example.net,SUR
3717420,Timoteo Pineda Albero,9,4,F,2022-05-13,PASIVO,SOC04098,DIVORCIADO,+34846 611 929,alejandroamador@example.net,RURAL
4240989,Adrián Coello Martinez,2,6,F,2011-05-29,PASIVO,SOC04099,CASADO,+34 984 837 364,qvina@example.org,CENTRO
4837053,Amparo Arenas Ramirez,2,4,M,2004-04-28,JUBILADO,SOC04100,DIVORCIADO,+34 963853015,fsanz@example.org,SUR
2201585,Juan Francisco Nuñez Cornejo,5,7,M,2012-03-29,JUBILADO,SOC04101,DIVORCIADO,+34941 65 64 25,nadalbalduino@example.net,VILLA
5734220,Martirio Bilbao Porta,7,5,M,2020-10-18,JUBILADO,SOC04102,VIUDO,+34 920 26 08 42,elpidiobayona@example.net,SUR
4607000,Blas Agustín Conde,7,9,F,2009-05-18,ACTIVO,SOC04103,DIVORCIADO,+34976 143 963,candido74@example.org,NORTE
2940776,Nadia Belda,8,9,F,2006-10-09,PASIVO,SOC04104,SOLTERO,+34 986 35 78 65,asensionatanael@example.org,RURAL
3295964,Amor Valbuena Carpio,6,5,F,2014-09-01,JUBILADO,SOC04105,DIVORCIADO,+34952 91 73 30,tramirez@example.com,NORTE
2463270,Albino Figueroa-Morell,2,5,M,2014-07-18,ACTIVO,SOC04106,VIUDO,+34975 606 946,machadooscar@example.com,RURAL
2608485,Lorenzo Salvador Valderrama,2,5,M,2019-11-07,ACTIVO,SOC04107,CASADO,+34825 298 745,dominguezdesiderio@example.com,VILLA
2124002,Ambrosio Castells Cabrero,8,4,M,2004-11-23,ACTIVO,SOC04108,CASADO,+34987832511,urozas@example.net,RURAL
5051195,Quirino Aller Zurita,1,2,M,2007-03-31,ACTIVO,SOC04109,DIVORCIADO,+34976 25 90 39,puigteofilo@example.com,VILLA
3036565,Candelaria Pinto Merino,5,2,F,2018-11-02,ACTIVO,SOC04110,CASADO,+34945 181 225,domingociriaco@example.net,RURAL
2557693,Isaías Nieto-Almeida,5,4,M,2021-12-19,ACTIVO,SOC04111,VIUDO,+34900 297 294,tmontero@example.com,VILLA
5705396,Iker Amador Miranda,7,5,F,2003-04-30,ACTIVO,SOC04112,SOLTERO,+34 882 593 288,azconamoises@example.com,CENTRO
4256186,Amarilis Tirado,6,5,M,2006-06-24,PASIVO,SOC04113,CASADO,+34 818365168,castrillojordan@example.net,VILLA
5661755,Baudelio del Prat,3,4,F,2022-02-18,JUBILADO,SOC04114,VIUDO,+34 920 658 939,tomasgema@example.net,CENTRO
4789284,María Fernanda Duque-Abril,7,5,M,2001-01-27,PASIVO,SOC04115,SOLTERO,+34 976 00 75 74,silvestre48@example.org,CENTRO
2542749,Adelaida Lledó Bou,7,1,M,2009-09-30,JUBILADO,SOC04116,DIVORCIADO,+34974 95 44 41,ema18@example.org,NORTE
5101883,Jessica de Verdú,5,1,F,2006-10-22,ACTIVO,SOC04117,VIUDO,+34 902448743,cintia05@example.org,CENTRO
5117952,Rosalinda Ayllón Frutos,4,5,F,2017-08-05,PASIVO,SOC04118,DIVORCIADO,+34971 969 481,reynaldojara@example.net,NORTE
4093044,Petrona Salinas Taboada,4,5,F,2005-03-19,JUBILADO,SOC04119,CASADO,+34 985817799,jose-francisco15@example.net,RURAL
4176429,René Alemán Puga,3,7,F,2015-01-12,JUBILADO,SOC04120,DIVORCIADO,+34 943 51 08 11,wcheca@example.org,SUR
